l,r,sim_time,episode,main_flow,on_ramp_flow,off_ramp_flow,pen_rate,total_running_vehicles,total_departed,total_arrived,mainline_flow_upstream_v/h,mainline_occ_upstream_percent,mainline_speed_upstream_km/h,mainline_flow_mergeArea_v/h,mainline_occ_mergeArea_percent,mainline_speed_mergeArea_km/h,mainline_flow_downstream_v/h,mainline_occ_downstream_percent,mainline_speed_downstream_km/h,ramp_queue_veh,current_tl_phase_index,current_tl_ryg_state,baseline_specific_action,pialinea_measured_downstream_occ_percent,pialinea_prev_downstream_occ_percent,pialinea_current_metering_rate_vph,pialinea_target_green_time_sec,pialinea_target_red_time_sec,pialinea_is_in_green_segment,pialinea_time_in_current_segment_sec,pialinea_time_since_last_decision_sec,TimeLimit.truncated,done
3600,0.0,3600.0,2,6500,1800,300,0.72320395218833,2,3,1,4320.0,28.488977433181617,13.538588403313295,6210.0,20.097050016084665,16.899090163832227,5670.0,13.938868483631195,19.230954592019913,6,0,G,PiAlinea,12.944094873711265,12.944094873711265,1800.0,40.0,0.0,True,40.0,40.0,False,True
