episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
22,64,6000,1700,500,0.6499,6149,376942.0000,61.3013,58.0000,17.1028,116779.2600,18.9916,13.4500,18.4739,4316035.5074,11546.0000,1.8777,6149,1797955889.6154,573461446.0912,730617.5032,13.8090,58.5753,4.5729,59.0769,91.8673,32.7879,4840.0000,814.0000,495.0000,8203,6254,0.7624,4,4737.0000,12.4718,15.2152,5540.0000,13.0295,13.4384,5516.0000,13.3656,17.4641,14.0931,0.0000
23,65,6500,1500,300,0.2688,5963,387791.0000,65.0329,60.0000,20.1853,131085.5100,21.9831,15.1300,22.2552,5834613.8755,14230.0000,2.3864,5963,1826505449.5040,582567700.1742,744217.8049,15.5820,72.5517,4.8418,60.9433,105.9298,33.0842,4940.0000,726.0000,297.0000,8302,6069,0.7310,8,4852.0000,13.3475,15.5694,5548.0000,13.6337,14.2004,5540.0000,13.7293,17.4108,15.3711,80.0000
24,66,6500,1800,300,0.1354,5944,388423.0000,65.3471,60.0000,21.2165,133395.2500,22.4420,15.5450,23.2676,6211074.9465,14471.0000,2.4346,5944,1825543194.3732,582260858.4421,743877.0855,15.6995,78.0456,4.5361,60.8513,111.3132,32.5724,4951.0000,696.0000,297.0000,8595,6051,0.7040,2,4852.0000,13.3389,15.1403,5535.0000,12.9900,13.2220,5500.0000,13.5333,16.3249,15.6581,40.0000
25,67,5000,1400,100,0.0443,5715,375146.0000,65.6423,59.0000,20.7490,127366.7800,22.2864,14.5000,23.3760,5960900.4918,15056.0000,2.6345,5715,1775491949.8731,566297023.8855,723197.9125,15.0037,74.7046,4.2408,60.1461,108.0378,31.5455,4901.0000,715.0000,99.0000,6500,5835,0.8977,3,4807.0000,13.6430,13.2700,5491.0000,13.4669,13.2810,5465.0000,13.6439,17.1998,15.2489,0.0000
26,68,6500,1800,500,0.3640,6104,385686.0000,63.1858,60.0000,18.6280,126540.8400,20.7308,14.7800,19.7534,5004675.4660,10437.0000,1.7099,6104,1811318779.1054,577723670.6531,737302.6667,15.5630,60.7137,5.1533,60.9958,94.3161,33.3306,4795.0000,813.0000,496.0000,8801,6221,0.7069,8,4707.0000,12.6713,14.8654,5485.0000,13.5289,14.7158,5460.0000,13.6619,17.8283,14.2239,80.0000
27,69,5500,1900,300,0.8240,6050,378758.0000,62.6046,58.0000,17.1718,119408.8900,19.7370,13.5800,19.1884,4583984.1205,12692.0000,2.0979,6050,1813126640.7888,578300272.2187,737012.3334,13.8999,62.1657,4.2908,59.1361,95.6561,32.6174,4961.0000,791.0000,298.0000,7702,6155,0.7991,6,4888.0000,13.0153,15.4214,5614.0000,13.4378,13.5927,5609.0000,13.5963,16.6059,14.4206,0.0000
28,70,6000,1800,100,0.4019,5868,391729.0000,66.7568,61.0000,20.8753,135055.3100,23.0156,15.7000,23.5606,6365162.6997,15463.0000,2.6351,5868,1840660104.9838,587082452.1080,749883.6516,15.8668,80.7887,4.1596,61.1814,114.6627,32.9495,5105.0000,664.0000,99.0000,7901,5972,0.7559,3,5008.0000,13.9850,15.2953,5638.0000,13.7264,14.7986,5638.0000,14.0292,16.7110,15.7267,0.0000
29,71,4500,1700,100,0.6879,5618,324032.0000,57.6775,55.0000,11.3951,86137.1200,15.3323,10.8500,13.4878,2342534.2276,5582.0000,0.9936,5618,1602625086.1372,511159953.5578,648110.5791,10.7620,35.2070,3.4427,55.7984,67.8759,30.6768,4439.0000,1080.0000,99.0000,6302,5704,0.9051,6,4353.0000,10.4718,14.9349,5392.0000,13.3910,12.7407,5389.0000,13.0152,17.3827,11.0114,0.0000
30,72,5500,2000,300,0.3460,5979,392138.0000,65.5859,60.0000,21.3505,135578.0800,22.6757,15.7400,23.1631,6281705.6248,14550.0000,2.4335,5979,1832947381.1480,584622458.6373,746857.9612,16.3690,73.4886,4.6679,61.5608,106.9237,32.4680,4961.0000,721.0000,297.0000,7800,6090,0.7808,2,4869.0000,13.8824,15.1696,5553.0000,13.7573,13.1191,5532.0000,13.6779,16.4858,15.3044,120.0000
31,73,4500,1700,300,0.0349,5845,339376.0000,58.0626,56.0000,12.9136,95597.6000,16.3554,12.4700,13.5484,2636261.2646,4291.0000,0.7341,5845,1655359649.8313,527979567.4771,670988.3318,12.8275,33.7247,3.7351,57.7186,66.3710,31.9764,4432.0000,1116.0000,297.0000,6499,5938,0.9137,5,4348.0000,11.0923,14.0763,5417.0000,13.4936,13.8273,5415.0000,13.5007,17.2962,10.5633,0.0000
