episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
12,54,5500,2000,500,0.7193,5996,591847.0000,98.7070,81.0000,59.4373,342295.8000,57.0874,42.3750,57.7668,39546114.9348,32892.0000,5.4857,5996,2171415703.1157,692584984.9718,904198.7691,63.2124,55.3833,6.9993,108.6948,88.1364,35.0749,4358.0000,1144.0000,494.0000,7997,6168,0.7713,0,4253.5250,25.5082,11.2877,5344.5000,23.8142,12.5537,5312.5500,13.4717,16.4638,10.5594,0.0000
13,55,6000,2000,300,0.5398,5755,594714.0000,103.3387,81.0000,59.3322,353324.2400,61.3943,46.5700,57.6391,40808392.4748,27743.0000,4.8207,5755,2160147044.4228,688991255.2762,900817.5779,67.7825,51.5262,7.8196,113.2039,84.1192,36.2290,4292.0000,1166.0000,297.0000,8295,5931,0.7150,0,4176.7000,25.5301,11.0225,5301.7750,22.9614,12.3126,5284.5250,13.3999,16.6361,10.1042,0.0000
14,56,5500,1500,300,0.9827,5823,606154.0000,104.0965,82.0000,64.5082,361452.5000,62.0732,45.5600,62.9580,45513239.9304,28120.0000,4.8291,5823,2176283188.0438,694137980.0834,907378.4905,69.0602,49.9842,8.3652,114.5773,82.6104,37.0203,4336.0000,1191.0000,296.0000,7296,6003,0.8228,0,4207.7500,26.2588,11.1849,5370.2500,22.8522,12.4198,5349.5500,13.3347,16.7015,9.9986,0.0000
15,57,6500,1400,300,0.5164,5724,603728.0000,105.4731,79.0000,66.6899,363621.1900,63.5257,40.6500,65.2539,47468226.2515,33979.0000,5.9362,5724,2176713867.5054,694276041.0259,909242.9455,70.1330,53.0229,9.0678,115.6046,85.3951,37.4595,4274.0000,1154.0000,296.0000,8197,5900,0.7198,0,4164.6750,25.3267,11.2463,5276.9500,22.6009,12.3443,5242.4500,13.5123,16.3103,10.0703,0.0000
16,58,6500,2000,500,0.4206,5901,593481.0000,100.5730,78.0000,57.1364,348923.5600,59.1296,41.8300,54.9080,38419520.9842,27726.0000,4.6985,5901,2165851175.9389,690810392.0195,903070.7316,67.5167,50.7064,7.7410,112.9834,83.1816,36.3192,4222.0000,1184.0000,495.0000,8996,6077,0.6755,0,4117.7250,26.3535,11.0768,5240.2750,22.9714,12.0047,5222.4250,13.3391,16.3691,9.9747,0.0000
17,59,6000,1800,500,0.5353,5959,584139.0000,98.0263,82.0000,55.7733,336681.2000,56.4996,43.6000,54.0211,36409440.2242,31795.0000,5.3356,5959,2163877325.6120,690180369.2818,901112.7001,62.3408,55.6064,7.2984,107.6758,88.2317,35.7935,4334.0000,1131.0000,494.0000,8297,6130,0.7388,0,4223.6250,24.9762,11.4022,5290.3000,23.7933,12.5568,5294.5250,13.3871,16.5120,10.4519,1.0000
18,60,6500,1900,100,0.3921,5506,601483.0000,109.2414,86.0000,61.1621,367382.5700,66.7240,49.9400,59.9586,44303894.6785,27183.0000,4.9370,5506,2146145727.4843,684526057.5644,896240.1227,72.0820,51.7341,11.2828,117.6076,84.4019,39.5918,4251.0000,1157.0000,98.0000,8497,5685,0.6691,0,4144.8250,25.4926,10.8029,5251.3000,22.7299,12.1523,5239.5250,13.5117,16.0901,10.1372,0.0000
19,61,5500,1800,100,0.6292,5590,603917.0000,108.0352,86.0000,65.6230,365645.5000,65.4106,47.3550,64.5772,47224414.5086,32978.0000,5.8995,5590,2176330641.9122,694153923.9481,909171.4548,69.6388,54.2337,9.9992,115.2585,86.8410,37.7879,4340.0000,1151.0000,99.0000,7397,5747,0.7769,0,4233.0500,25.2439,11.5502,5335.9250,23.3123,12.5895,5308.5250,13.5045,16.3706,10.5469,6.0000
20,62,5000,2000,500,0.1783,5831,594274.0000,101.9163,83.0000,57.6973,352281.1900,60.4152,46.5600,55.6101,39312321.3051,30364.0000,5.2073,5831,2159581825.0426,688810963.2060,900801.5150,68.8551,52.2134,8.0420,114.4019,84.6528,36.4008,4185.0000,1152.0000,494.0000,7498,6012,0.8018,0,4091.8750,26.0982,10.6406,5173.3500,22.3645,11.9487,5172.5000,13.3728,16.1549,9.9364,0.0000
21,63,4500,1900,500,0.6090,5946,524180.0000,88.1567,70.0000,50.6842,278533.3800,46.8438,28.6550,49.1549,27411892.0560,31632.0000,5.3199,5946,2044181910.4014,652001727.0836,847861.7078,50.0021,52.8660,5.3880,95.1748,85.4142,33.6283,4297.0000,1154.0000,495.0000,6896,6128,0.8886,0,4201.0250,24.7031,11.4789,5296.7750,23.4356,12.3818,5269.5000,13.3648,16.3678,10.1503,1.0000
22,64,6000,1700,500,0.6499,5989,580930.0000,96.9995,78.0000,58.4826,331744.0400,55.3922,39.0800,56.7831,37683255.7724,28503.0000,4.7592,5989,2157306551.7194,688084577.4344,897921.0615,61.4743,53.0353,7.2469,106.9286,85.6576,35.7267,4353.0000,1142.0000,494.0000,8198,6158,0.7512,0,4255.5750,25.4442,11.2956,5357.6000,23.6477,12.4623,5316.4250,13.3114,16.6266,10.1128,0.0000
23,65,6500,1500,300,0.2688,5673,595615.0000,104.9912,84.0000,57.8477,357175.3500,62.9606,48.9100,56.3055,40469941.3337,28758.0000,5.0693,5673,2154272297.3833,687117720.9876,899150.1097,69.5256,52.5369,9.3885,115.0823,85.0244,37.9966,4230.0000,1148.0000,295.0000,8299,5841,0.7038,0,4115.8500,25.7377,11.0080,5243.6250,23.2322,12.2159,5203.4500,13.4961,16.0133,10.1625,0.0000
24,66,6500,1800,300,0.1354,5588,598275.0000,107.0642,83.0000,62.2179,363859.3300,65.1144,46.5150,60.7593,44317969.5823,30413.0000,5.4426,5588,2147865902.6334,685074957.3037,897492.4717,71.7506,55.3543,8.9442,117.2148,87.9270,37.0741,4167.0000,1124.0000,297.0000,8593,5770,0.6715,0,4046.4250,25.3404,10.7545,5154.6000,23.1948,11.8994,5114.3250,13.3500,15.7373,10.3161,1.0000
25,67,5000,1400,100,0.0443,5406,602907.0000,111.5255,90.0000,60.5822,373404.4000,69.0722,53.5250,59.4044,44865483.3486,29879.0000,5.5270,5406,2140561849.7785,682745344.4200,895024.5681,74.6455,53.5726,11.4808,120.1606,86.0519,39.2041,4172.0000,1136.0000,98.0000,6499,5593,0.8606,0,4056.6750,25.4402,10.6376,5174.1500,22.0948,11.8858,5126.4500,13.3402,15.9018,10.0733,0.0000
26,68,6500,1800,500,0.3640,5899,585907.0000,99.3231,79.0000,57.7060,340249.9500,57.6793,40.5800,55.8450,38019258.2431,29080.0000,4.9296,5899,2153605970.8165,686904650.8903,897249.0326,64.4725,54.0174,7.4587,110.0328,86.7910,35.7328,4266.0000,1139.0000,494.0000,8796,6079,0.6911,0,4164.9250,25.1934,11.0389,5255.4000,22.8132,12.1402,5226.4000,13.4213,16.1233,10.4189,0.0000
27,69,5500,1900,300,0.8240,5824,603595.0000,103.6393,82.0000,62.4726,358816.4500,61.6100,43.8950,61.0785,43829837.9587,26058.0000,4.4742,5824,2170148212.2415,692181038.4208,904223.4544,67.4573,53.0115,8.7267,112.8384,85.7955,37.2703,4374.0000,1154.0000,296.0000,7698,5994,0.7786,0,4246.1750,25.8447,11.5082,5394.0250,24.4613,12.5924,5355.5500,13.4007,16.6511,10.3403,1.0000
28,70,6000,1800,100,0.4019,5472,609525.0000,111.3898,87.0000,63.9969,376285.0500,68.7655,50.0400,62.7877,47443776.8061,29869.0000,5.4585,5472,2161064731.6102,689284865.8486,903673.7368,74.9368,51.3148,11.0939,120.5721,84.1842,40.1414,4211.0000,1162.0000,99.0000,7898,5650,0.7154,0,4115.1500,25.9509,10.9999,5221.1500,23.0798,12.0489,5181.5500,13.2841,16.1576,10.0036,0.0000
29,71,4500,1700,100,0.6879,5526,572482.0000,103.5979,83.0000,58.4642,338567.9900,61.2682,45.9150,57.3553,38918673.8837,25396.0000,4.5957,5526,2083270267.2303,664470832.2773,868171.1655,65.5459,50.3164,8.2938,110.9513,82.7746,36.3434,4247.0000,1180.0000,99.0000,6297,5698,0.9049,0,4139.6250,25.8723,11.1302,5260.7750,23.4020,12.0788,5235.5500,13.2497,16.6208,10.0225,8.0000
30,72,5500,2000,300,0.3460,5676,603843.0000,106.3853,85.0000,59.0600,366052.1100,64.4912,47.0350,57.3089,42245599.9509,27239.0000,4.7990,5676,2156677249.1305,687884879.5651,900140.6619,71.6761,52.4550,9.0973,117.1104,84.9663,37.2027,4222.0000,1158.0000,296.0000,7796,5863,0.7521,0,4111.4250,25.0260,10.6662,5228.2000,21.9844,12.0111,5197.4500,13.3183,16.3439,10.2806,0.0000
31,73,4500,1700,300,0.0349,5583,564186.0000,101.0543,80.0000,57.4368,331047.0900,59.2956,41.3600,55.8339,37031055.7291,25247.0000,4.5221,5583,2077591960.5462,662659729.0003,866007.5079,65.2248,51.3397,7.7108,110.5328,83.8532,36.1284,4129.0000,1158.0000,296.0000,6497,5772,0.8884,0,4030.4750,24.4679,10.6558,5133.9250,22.5952,11.8287,5121.4000,13.2689,15.8434,10.1053,3.0000
32,74,5500,1800,500,0.4471,5918,593041.0000,100.2097,81.0000,57.6530,347300.0600,58.6854,41.6600,55.7649,38781678.6660,27980.0000,4.7279,5918,2165172177.9889,690593641.9227,902268.8826,66.2872,52.1796,8.2357,111.7291,84.7969,36.6869,4271.0000,1152.0000,495.0000,7795,6083,0.7804,0,4159.8000,24.6383,10.9811,5274.7250,23.6303,12.1068,5240.5250,13.3164,16.3738,10.2217,0.0000
33,75,6500,1900,100,0.8894,5639,604407.0000,107.1834,86.0000,64.3347,364621.4400,64.6607,48.3600,63.4544,46277838.3680,36933.0000,6.5496,5639,2189777504.7464,698442491.6123,914572.9506,67.9687,56.5976,10.1314,113.3521,89.2846,38.8571,4399.0000,1142.0000,98.0000,8494,5813,0.6844,0,4287.3250,25.1621,11.6802,5394.9500,23.2802,12.6837,5345.6000,13.3487,16.7910,10.5356,0.0000
34,76,5500,1500,500,0.2329,5866,586091.0000,99.9132,83.0000,54.5459,342157.7400,58.3290,44.5400,52.5337,36143876.4956,30969.0000,5.2794,5866,2150368892.4414,685871963.6972,895831.5424,65.0152,55.3770,7.6269,110.5262,87.9430,35.9455,4249.0000,1122.0000,495.0000,7498,6043,0.8059,0,4145.3500,25.0653,10.8327,5239.8000,22.6132,12.3381,5196.3750,13.3460,16.1150,10.4831,0.0000
35,77,4500,1900,300,0.8441,5830,472036.0000,80.9667,69.0000,38.7666,229143.8600,39.3043,25.9500,37.9535,17402826.2304,27274.0000,4.6782,5830,1938777048.6163,618381189.2833,800302.6512,38.6583,50.6242,3.9987,83.6404,83.3506,32.3030,4358.0000,1175.0000,297.0000,6696,6002,0.8964,0,4262.0500,24.0522,11.9972,5396.4500,22.6268,12.7313,5334.4750,13.2682,16.9102,10.0075,2.0000
36,78,6000,1900,100,0.6927,5575,603417.0000,108.2362,89.0000,59.1708,366088.0300,65.6660,52.2600,58.1858,42910815.8881,31141.0000,5.5858,5575,2145523290.5014,684327068.9107,895081.3430,69.5179,55.8728,10.0084,115.0335,88.5131,38.1818,4334.0000,1142.0000,99.0000,7998,5753,0.7193,0,4207.4000,25.1443,11.0671,5323.8250,22.4264,12.5709,5289.4750,13.3423,16.6108,10.6356,0.0000
