episode_id,seed,main_flow_vph,on_ramp_flow_vph,off_ramp_flow_vph,con_penetration_rate,total_throughput,total_travel_time,avg_travel_time,median_travel_time,std_dev_travel_time,total_time_loss,avg_time_loss,median_time_loss,std_dev_time_loss,sum_of_squared_time_loss,total_waiting_time,avg_waiting_time,num_teleported_tripinfo,total_co2_mg,total_fuel_ml,total_nox_mg,Mainline_avg_time_loss,On-Ramp_avg_time_loss,Off-Ramp_avg_time_loss,Mainline_avg_travel_time,On-Ramp_avg_travel_time,Off-Ramp_avg_travel_time,Mainline_throughput,On-Ramp_throughput,Off-Ramp_throughput,demand_loaded,demand_inserted,service_rate,num_emergency_stops,avg_mainline_flow_upstream_v/h,avg_mainline_occ_upstream_percent,avg_mainline_speed_upstream_km/h,avg_mainline_flow_mergeArea_v/h,avg_mainline_occ_mergeArea_percent,avg_mainline_speed_mergeArea_km/h,avg_mainline_flow_downstream_v/h,avg_mainline_occ_downstream_percent,avg_mainline_speed_downstream_km/h,avg_ramp_queue_veh,total_spillback_time_sec
30,72,5500,2000,300,0.3460,5947,437740.0000,73.6069,63.0000,29.4386,183395.8000,30.8384,18.5300,30.2188,11085381.2320,18616.0000,3.1303,5947,1918351603.3321,611863937.5386,786308.0617,25.7028,73.4762,4.9298,70.8884,106.6810,32.6385,4883.0000,768.0000,296.0000,7796,6089,0.7810,2,4754.6500,17.9960,13.0997,5492.0000,16.5550,13.1771,5477.5250,13.9441,16.4880,14.9794,409.0000
31,73,4500,1700,300,0.0349,5690,373752.0000,65.6858,59.0000,24.9669,135428.7300,23.8012,15.0950,25.7221,6987361.4141,17614.0000,3.0956,5690,1719737219.2412,548514689.3184,702144.7907,18.6146,53.2673,3.8713,63.5472,85.6912,31.5993,4415.0000,978.0000,297.0000,6497,5801,0.8929,3,4293.3750,14.4976,13.7278,5221.2500,16.3378,13.1139,5216.4500,13.0605,16.6793,12.2717,461.0000
32,74,5500,1800,500,0.4471,6055,432587.0000,71.4429,62.0000,27.9502,177724.0000,29.3516,18.1500,27.8525,9912948.9978,17421.0000,2.8771,6055,1905685692.1157,607823958.0977,781335.0885,25.8212,61.6581,5.1823,71.0782,94.6016,33.5972,4680.0000,881.0000,494.0000,7795,6208,0.7964,4,4561.7250,18.0687,13.1634,5402.5250,16.4962,12.9775,5379.5500,13.4604,16.7217,13.5617,277.0000
33,75,6500,1900,100,0.8894,5883,445133.0000,75.6643,63.0000,31.5445,189567.7500,32.2230,18.0300,33.0600,12537237.1255,24016.0000,4.0823,5883,1955926275.9550,623848703.4870,802364.6588,25.7736,83.3441,4.2856,70.8479,117.0057,32.5556,5088.0000,696.0000,99.0000,8494,5991,0.7053,1,4932.8250,18.4044,13.5100,5628.2000,16.7961,13.3292,5577.6500,13.9456,17.0192,15.9381,567.0000
34,76,5500,1500,500,0.2329,6001,434357.0000,72.3808,65.0000,26.2577,181636.3400,30.2677,20.8100,26.1859,9611924.4848,17380.0000,2.8962,6001,1907283701.8612,608333553.8877,782623.7647,27.0494,61.2537,5.5338,72.4045,93.9452,33.9960,4630.0000,876.0000,495.0000,7498,6140,0.8189,6,4501.9000,17.5640,12.7021,5343.6000,16.6773,12.9304,5319.5500,13.5337,16.4543,13.2997,324.0000
35,77,4500,1900,300,0.8441,5773,356608.0000,61.7717,55.0000,22.3938,114977.0000,19.9163,11.8500,23.1770,5390478.5950,15876.0000,2.7500,5773,1690999427.4817,539348344.4716,687676.7516,14.7677,46.0997,3.6538,59.7494,78.7685,31.5623,4422.0000,1054.0000,297.0000,6696,5877,0.8777,7,4296.9250,13.0016,15.1882,5307.6750,15.9418,13.5124,5286.5000,12.7522,17.2852,11.8589,336.0000
36,78,6000,1900,100,0.6927,5867,439496.0000,74.9098,63.0000,30.8628,184205.0200,31.3968,18.6700,32.5498,11998394.5984,24932.0000,4.2495,5867,1940206452.5667,618834620.0995,795334.3591,24.4787,85.0589,4.8933,69.7075,118.3746,32.9192,5066.0000,702.0000,99.0000,7998,5976,0.7472,4,4930.8750,18.1393,13.2377,5613.1500,16.5364,13.2114,5569.5750,13.9747,16.8459,15.7733,435.0000
37,79,6500,1800,100,0.4118,5756,454217.0000,78.9119,65.0000,31.0767,204458.5800,35.5209,21.2900,32.3763,13295098.1612,20377.0000,3.5401,5756,1947760928.7258,621244599.1796,800444.1768,29.6427,79.9280,4.6839,74.8588,112.9003,33.0808,4935.0000,722.0000,99.0000,8395,5866,0.6987,4,4791.2500,19.0879,12.9591,5497.3500,16.7684,13.2858,5470.6500,14.0097,16.6149,15.3672,260.0000
38,80,6000,2000,500,0.9295,6187,422527.0000,68.2927,61.0000,26.1440,162165.6700,26.2107,16.3600,26.3765,8554187.2737,18808.0000,3.0399,6187,1904040998.0182,607298930.8030,779164.3301,22.3032,57.5870,4.8521,67.6193,90.4570,33.1293,4762.0000,930.0000,495.0000,8492,6331,0.7455,4,4639.3250,16.4838,13.7106,5547.0250,16.4848,13.2781,5505.4750,13.6256,17.1501,13.2303,345.0000
39,81,6000,2000,100,0.3607,5757,444122.0000,77.1447,64.0000,30.8934,193235.8500,33.5654,20.0000,32.5400,12580794.4503,22887.0000,3.9755,5757,1941891676.8196,619372357.5789,797146.2138,26.7978,89.8526,5.0739,72.0302,123.0905,33.1717,5006.0000,652.0000,99.0000,8094,5870,0.7252,4,4847.7750,18.4360,13.0361,5486.3750,16.8871,13.2339,5469.6500,13.9178,16.6214,16.3950,776.0000
