Wall time,Step,Value
1753305848.5717056,279000,12.11813735961914
1753306103.4552195,283500,11.74478530883789
1753306350.8121681,288000,14.04840087890625
1753306614.5456326,292500,11.837146759033203
1753306869.3285663,297000,12.906389236450195
1753307123.3095186,301500,15.821908950805664
1753307376.5998712,306000,15.052437782287598
1753307638.349973,310500,13.337581634521484
1753307917.3522534,315000,14.788657188415527
1753308190.4810753,319500,15.952584266662598
1753308449.0932052,324000,11.185009956359863
1753308702.3126452,328500,11.114886283874512
1753308956.3895304,333000,16.649099349975586
1753309212.9234107,337500,14.793497085571289
1753309469.7999322,342000,14.728495597839355
1753309725.8105872,346500,16.106487274169922
1753309980.2539105,351000,17.826629638671875
1753310234.6200762,355500,15.816600799560547
1753310489.2724848,360000,15.113898277282715
1753310742.9170654,364500,16.107776641845703
1753310993.7428014,369000,17.11127471923828
1753311247.2420497,373500,17.49483871459961
1753311500.408327,378000,16.20366859436035
1753311770.3008249,382500,19.060300827026367
1753312020.6161916,387000,18.335166931152344
1753312271.3404336,391500,21.220134735107422
1753312524.3548675,396000,17.634628295898438
1753312779.458808,400500,17.69894027709961
1753313032.7851226,405000,20.6634521484375
1753313288.7046115,409500,20.49226188659668
1753313540.3000624,414000,19.226024627685547
1753313793.126133,418500,22.016666412353516
1753314049.4893148,423000,14.058220863342285
1753314304.5779374,427500,18.05451011657715
1753314554.9282005,432000,22.36282730102539
1753314811.2487886,436500,18.703208923339844
1753315069.4872956,441000,16.630401611328125
1753315333.1877058,445500,18.252368927001953
1753315593.7077208,450000,21.156787872314453
1753315856.6358678,454500,15.645660400390625
1753316115.2444563,459000,18.52529525756836
1753323210.8772645,463500,19.152385711669922
1753323458.1450617,468000,21.090229034423828
1753323706.5424774,472500,22.710979461669922
1753323955.458543,477000,19.57872200012207
1753324205.5835423,481500,19.735273361206055
1753324449.3967447,486000,23.666196823120117
1753324703.51944,490500,17.887184143066406
1753324951.479326,495000,21.034278869628906
1753325202.3807273,499500,17.83656883239746
1753325456.2207394,504000,18.088293075561523
1753325707.7693892,508500,20.880449295043945
1753325965.4868784,513000,16.72721290588379
1753326220.8627973,517500,18.065053939819336
1753326474.0731828,522000,18.507326126098633
1753326724.1748075,526500,17.635318756103516
1753326970.6837175,531000,20.360660552978516
1753327223.5728068,535500,17.278696060180664
1753327472.8488579,540000,20.558624267578125
1753327722.1191373,544500,21.23179054260254
1753327973.0683749,549000,18.734838485717773
1753328220.9822783,553500,18.745092391967773
1753328468.781955,558000,21.57246971130371
1753328722.3566036,562500,21.85198974609375
1753328971.9041982,567000,20.04344940185547
1753329221.366725,571500,23.069091796875
1753329475.7932642,576000,20.283706665039062
1753329732.5286753,580500,14.502817153930664
1753329979.7563233,585000,21.947065353393555
1753330229.1355274,589500,20.831222534179688
1753330478.310832,594000,20.554414749145508
1753330729.6322348,598500,20.76329803466797
1753330980.780585,603000,21.171167373657227
1753331236.0595908,607500,18.945703506469727
1753331488.069734,612000,21.24721336364746
1753331737.6594207,616500,20.23746681213379
1753331989.065383,621000,21.469478607177734
1753332240.4617903,625500,22.289154052734375
1753332489.9478638,630000,20.826210021972656
1753332736.923173,634500,22.331470489501953
1753332987.857543,639000,22.49614143371582
1753333236.5123856,643500,22.881860733032227
1753333487.0132885,648000,22.235301971435547
1753333734.5864213,652500,23.769508361816406
1753333987.239291,657000,19.206666946411133
1753334235.7705634,661500,23.40492057800293
1753334486.6626985,666000,22.268709182739258
1753334733.671326,670500,24.72943878173828
1753334985.5857682,675000,18.627775192260742
1753335236.5572822,679500,22.020301818847656
1753335490.0975957,684000,18.673723220825195
1753335742.5154037,688500,20.142587661743164
1753335990.4431958,693000,22.934064865112305
1753336240.8787801,697500,22.175945281982422
1753336496.439873,702000,18.573970794677734
1753336744.0095222,706500,25.178327560424805
1753336996.2800212,711000,23.36244773864746
1753337246.1515696,715500,19.378971099853516
1753337498.7640347,720000,21.349029541015625
1753337749.2972188,724500,24.12483024597168
1753337995.0188951,729000,22.621023178100586
1753338242.194238,733500,23.279054641723633
1753338491.095098,738000,23.441150665283203
1753338741.0700939,742500,23.86574935913086
1753338994.6221275,747000,21.469741821289062
1753339245.468421,751500,21.525287628173828
1753339494.5532854,756000,23.798463821411133
1753339763.4891853,760500,19.461727142333984
1753340039.0402014,765000,19.18838882446289
1753340312.0085287,769500,20.036212921142578
1753340567.291615,774000,19.606746673583984
1753340815.7983637,778500,25.61721420288086
1753341067.3968797,783000,23.65872573852539
1753341313.562228,787500,23.676807403564453
1753341564.3015647,792000,24.899383544921875
1753341817.5418456,796500,22.493560791015625
1753342071.1000617,801000,23.75960922241211
1753342320.9081912,805500,24.036937713623047
1753342574.204522,810000,21.2219181060791
1753342825.4161353,814500,23.944332122802734
1753343073.074098,819000,25.281890869140625
1753343325.4142127,823500,22.493188858032227
1753343570.895289,828000,25.28684425354004
1753343815.832496,832500,26.91365623474121
1753344070.3141851,837000,19.863765716552734
1753344318.9375324,841500,23.472421646118164
1753344568.7735672,846000,25.174488067626953
1753344819.4242063,850500,24.701961517333984
1753345069.5597906,855000,20.697412490844727
1753345337.167952,859500,23.549274444580078
1753345591.9972136,864000,22.610210418701172
1753345846.5310645,868500,23.672199249267578
1753346103.004564,873000,24.58625030517578
1753346362.698702,877500,21.902936935424805
1753346616.6013072,882000,23.59270477294922
1753346870.8069956,886500,23.81667709350586
1753347126.4990275,891000,20.81377410888672
1753347378.6792278,895500,24.051074981689453
1753347630.895227,900000,24.990083694458008
1753347884.636184,904500,21.977680206298828
1753348132.5387805,909000,26.52157974243164
1753348383.8078344,913500,25.993724822998047
1753348635.7328694,918000,25.883485794067383
1753348889.335142,922500,22.84286117553711
1753349146.2016442,927000,24.594131469726562
1753349399.6542652,931500,22.519302368164062
1753349653.1249993,936000,22.115440368652344
1753349901.6349952,940500,24.087749481201172
1753350151.6743608,945000,27.395702362060547
1753350404.594152,949500,22.321569442749023
1753350655.5720453,954000,25.093677520751953
1753350909.8261034,958500,24.103708267211914
1753351159.6173549,963000,25.0838565826416
1753351414.0678587,967500,21.624067306518555
1753351668.9887865,972000,23.391096115112305
1753351922.6941636,976500,22.50266456604004
1753352176.197455,981000,21.513830184936523
1753352431.7049496,985500,24.040925979614258
1753352683.1166856,990000,25.5117130279541
1753352937.1327078,994500,22.735157012939453
1753353189.6395497,999000,24.215314865112305
1753353452.355311,1003500,22.593862533569336
1753353703.8426023,1008000,22.480144500732422
1753353956.4274518,1012500,25.12592887878418
1753354209.9156609,1017000,23.95277214050293
1753354473.0811627,1021500,24.01483917236328
1753354723.5247266,1026000,26.081317901611328
1753354976.3924823,1030500,25.49041175842285
1753355227.5375845,1035000,26.39505958557129
1753355485.7067769,1039500,22.138086318969727
1753355741.832036,1044000,22.136638641357422
1753355993.1068811,1048500,26.48298454284668
1753356245.8122041,1053000,25.772939682006836
1753356496.19292,1057500,24.823747634887695
1753356748.3109167,1062000,23.606407165527344
1753357001.9936018,1066500,24.209291458129883
1753357258.2623088,1071000,22.68450164794922
1753357509.4455137,1075500,24.299726486206055
1753357764.7684343,1080000,23.924089431762695
1753358018.694737,1084500,24.106569290161133
1753358272.760842,1089000,24.482303619384766
1753358526.3449113,1093500,24.078554153442383
1753358781.701734,1098000,22.885944366455078
1753359036.0205925,1102500,24.57129669189453
1753359290.3118865,1107000,23.425806045532227
1753359542.253715,1111500,26.92182159423828
1753359794.9172103,1116000,25.56278419494629
1753360047.104259,1120500,23.88425064086914
1753360306.009702,1125000,20.704126358032227
1753360562.6067655,1129500,23.769649505615234
1753360813.4013944,1134000,24.236467361450195
1753361069.1710358,1138500,24.93415069580078
1753361333.5714686,1143000,23.794584274291992
1753361599.2863944,1147500,25.07874298095703
1753361852.5826027,1152000,22.97085952758789
1753362107.6022313,1156500,24.05756950378418
1753362361.4746985,1161000,24.64815902709961
1753362620.69176,1165500,21.375158309936523
1753362876.1844525,1170000,25.163658142089844
1753363132.4919877,1174500,23.755590438842773
1753363389.4365423,1179000,22.596004486083984
1753363643.8138585,1183500,25.482742309570312
1753363898.222928,1188000,24.031166076660156
1753364161.5269303,1192500,20.654638290405273
1753364413.839994,1197000,25.79021644592285
1753364669.912535,1201500,24.7969970703125
1753364926.8455615,1206000,23.696758270263672
1753365181.998807,1210500,24.980907440185547
1753365436.883601,1215000,26.229999542236328
1753365693.0957384,1219500,22.006675720214844
1753365951.3745136,1224000,22.89185333251953
1753366206.066461,1228500,22.49289321899414
1753366459.4288192,1233000,27.37912940979004
1753366711.5180624,1237500,26.386516571044922
1753366967.233895,1242000,25.513442993164062
1753367224.3347735,1246500,25.615436553955078
1753367482.392271,1251000,23.135578155517578
1753367737.1531074,1255500,24.860675811767578
1753367993.2773383,1260000,23.72113800048828
1753368254.5102577,1264500,22.749351501464844
1753368518.9574966,1269000,26.334911346435547
1753368787.3214192,1273500,25.805810928344727
1753369057.9422076,1278000,24.639406204223633
1753369327.907042,1282500,23.712257385253906
1753369600.2448292,1287000,24.477689743041992
1753369869.5861363,1291500,23.9101619720459
1753370133.6270943,1296000,23.683198928833008
1753370389.8518033,1300500,24.753381729125977
1753370645.0893047,1305000,25.591449737548828
1753370903.738809,1309500,25.004758834838867
1753371154.9683332,1314000,26.390474319458008
1753371411.5532413,1318500,25.030736923217773
1753371668.170983,1323000,24.771150588989258
1753371924.4891036,1327500,23.904373168945312
1753372177.668941,1332000,27.521635055541992
1753372434.581543,1336500,26.8442440032959
1753372695.61394,1341000,23.609413146972656
1753372954.84435,1345500,24.115234375
1753373208.6812596,1350000,25.151647567749023
1753373464.8811185,1354500,25.6157169342041
1753373728.9535134,1359000,23.40437126159668
1753373983.1770716,1363500,24.833044052124023
1753374244.866348,1368000,21.563438415527344
1753374499.928646,1372500,25.80900001525879
1753374755.5392888,1377000,22.81450080871582
1753375010.7574208,1381500,24.552162170410156
1753375265.4430897,1386000,23.312591552734375
1753375524.5288944,1390500,24.22402000427246
1753375777.926988,1395000,27.755828857421875
1753376032.7194617,1399500,25.83884620666504
1753376290.067008,1404000,23.44373893737793
1753376549.0517397,1408500,23.505186080932617
1753376802.6720684,1413000,25.782302856445312
1753377057.0215206,1417500,26.07823371887207
1753377316.561984,1422000,24.975385665893555
1753377570.4090347,1426500,27.334962844848633
1753377830.7107072,1431000,22.070390701293945
1753378088.54885,1435500,24.056339263916016
1753378342.545548,1440000,27.715944290161133
1753378600.6053221,1444500,25.8535213470459
1753378853.1196818,1449000,26.3790225982666
1753379110.6181176,1453500,23.634859085083008
1753379374.7150683,1458000,24.121349334716797
1753379631.9567194,1462500,25.831899642944336
1753379889.384578,1467000,23.782703399658203
1753380152.0108361,1471500,26.52791976928711
1753380426.8649025,1476000,23.967985153198242
1753380699.7368877,1480500,24.478374481201172
1753380977.7080095,1485000,28.578083038330078
1753381241.6694925,1489500,27.682273864746094
1753381514.270863,1494000,26.287996292114258
1753381782.005446,1498500,25.05808448791504
1753382051.0804262,1503000,25.87156105041504
1753382331.475818,1507500,22.1524600982666
1753382609.8877645,1512000,22.004268646240234
1753382880.4591959,1516500,25.19646453857422
1753383152.224501,1521000,28.323060989379883
1753383426.567766,1525500,24.377744674682617
1753383704.7789788,1530000,23.902395248413086
1753383987.7644062,1534500,21.127756118774414
1753384257.5666707,1539000,25.992563247680664
1753384527.878762,1543500,24.35309410095215
1753384800.1952593,1548000,24.306133270263672
1753385076.7600374,1552500,26.570566177368164
1753385345.3180752,1557000,20.74675178527832
1753385602.297249,1561500,25.598339080810547
1753385863.9874148,1566000,21.99931526184082
1753386119.7587397,1570500,26.102283477783203
1753386378.9697692,1575000,23.717605590820312
1753386634.0859947,1579500,26.436567306518555
1753393550.832846,1584000,24.872310638427734
1753393810.590137,1588500,21.220918655395508
1753394065.8466578,1593000,22.61846160888672
1753394325.7308218,1597500,23.406417846679688
1753394583.594509,1602000,26.727930068969727
1753394838.379906,1606500,26.179649353027344
1753395100.706392,1611000,23.963403701782227
1753395358.2123342,1615500,23.950777053833008
1753395614.0493405,1620000,23.601539611816406
1753395865.8645372,1624500,24.454631805419922
1753396120.9471977,1629000,26.318801879882812
1753396375.4753852,1633500,27.032609939575195
1753396624.8489447,1638000,27.85610008239746
1753396879.6158004,1642500,24.04069709777832
1753397129.7808464,1647000,24.92011070251465
1753397384.722936,1651500,24.97454071044922
1753397639.4248087,1656000,23.884899139404297
1753397897.2751498,1660500,22.68047332763672
1753398152.7620232,1665000,24.095483779907227
1753398404.8302422,1669500,24.34107208251953
1753398654.2397375,1674000,26.918981552124023
1753398906.3837504,1678500,25.36652946472168
1753399159.9154146,1683000,24.736543655395508
1753399418.3652713,1687500,24.035966873168945
1753399676.10436,1692000,22.68893814086914
1753399931.504975,1696500,24.703964233398438
1753400189.1005764,1701000,24.317249298095703
1753400444.5226445,1705500,24.962446212768555
1753400702.6533136,1710000,24.821969985961914
1753400957.0221252,1714500,23.656925201416016
1753401208.5469704,1719000,27.527799606323242
1753401466.5932071,1723500,21.82857322692871
1753401723.1967525,1728000,22.29020881652832
1753401980.1778893,1732500,23.780790328979492
1753402234.6831274,1737000,26.77001953125
1753402487.3354058,1741500,25.078044891357422
1753402743.1817546,1746000,24.4776554107666
1753402995.8115394,1750500,26.92462158203125
1753403254.6536193,1755000,25.67576789855957
1753403507.2497253,1759500,25.137712478637695
1753403760.9295893,1764000,25.44980239868164
1753404016.923053,1768500,24.665510177612305
1753404273.9327776,1773000,23.701332092285156
1753404528.7429032,1777500,26.779199600219727
1753404786.0035043,1782000,22.89412498474121
1753405042.049722,1786500,24.706335067749023
1753405296.303642,1791000,26.154468536376953
1753405556.3666704,1795500,21.96656608581543
1753405812.8723106,1800000,23.261276245117188
1753406069.4662426,1804500,24.075944900512695
1753406327.9295933,1809000,25.96962547302246
1753406584.994736,1813500,23.58684730529785
1753406843.529762,1818000,22.311609268188477
1753407102.7275252,1822500,26.999004364013672
1753407372.0232983,1827000,24.40874671936035
1753407632.3220925,1831500,25.353717803955078
1753407896.4054945,1836000,26.54665756225586
1753408166.464309,1840500,24.194047927856445
1753408436.2131872,1845000,28.150209426879883
1753408706.3984876,1849500,25.490934371948242
1753408962.5677352,1854000,27.849227905273438
1753409217.163057,1858500,25.219223022460938
1753409469.9423654,1863000,25.860591888427734
1753409727.4194064,1867500,24.3802490234375
1753409984.7749717,1872000,25.060928344726562
1753410237.4097886,1876500,26.167198181152344
1753410490.7404704,1881000,26.206621170043945
1753410743.9179354,1885500,25.616666793823242
1753411002.920665,1890000,24.252294540405273
1753411257.5418298,1894500,24.882556915283203
1753411513.500253,1899000,25.104217529296875
1753411778.3814073,1903500,23.432443618774414
1753412048.5837138,1908000,21.471508026123047
1753412325.922273,1912500,24.129056930541992
1753412592.706864,1917000,27.345094680786133
1753412852.1543505,1921500,27.675329208374023
1753413115.868047,1926000,24.16706085205078
1753413378.7129424,1930500,24.76287269592285
1753413640.733748,1935000,24.40888786315918
1753413900.7950163,1939500,27.06189727783203
1753414166.0152576,1944000,22.85934066772461
1753414430.2139025,1948500,22.803789138793945
1753414690.0897844,1953000,26.03112030029297
1753414955.7430668,1957500,22.6905517578125
1753415218.4153187,1962000,24.740251541137695
1753415482.4293602,1966500,23.787948608398438
1753415743.1043894,1971000,25.60222625732422
1753416005.565511,1975500,25.67562484741211
1753416265.8253105,1980000,25.066822052001953
1753416524.6337442,1984500,27.366710662841797
1753416788.195254,1989000,25.15087890625
1753417055.6060627,1993500,22.66717529296875
1753417320.2542584,1998000,23.02698516845703
1753417583.642839,2002500,27.144901275634766
1753417850.4785845,2007000,22.71937370300293
1753418113.7830305,2011500,24.640104293823242
1753418372.540799,2016000,28.637775421142578
1753418632.3654542,2020500,28.403284072875977
1753418896.6624777,2025000,26.327045440673828
1753419161.329639,2029500,24.138708114624023
1753419422.0956182,2034000,26.198991775512695
1753419687.3918927,2038500,25.190330505371094
1753419952.161655,2043000,24.755775451660156
1753420217.15728,2047500,26.361507415771484
1753420482.1163926,2052000,25.89619255065918
1753420744.3177276,2056500,25.893795013427734
1753421005.3950167,2061000,27.05305290222168
1753421267.2839158,2065500,27.467735290527344
1753421530.0107694,2070000,23.922962188720703
1753421785.7253711,2074500,31.719459533691406
1753422053.00064,2079000,23.944072723388672
1753422314.5570104,2083500,25.7363338470459
1753422580.105807,2088000,25.029516220092773
1753422845.4660587,2092500,22.07635498046875
1753423110.687143,2097000,25.08619499206543
