Wall time,Step,Value
1752049617.1387053,4500,-7.068600177764893
1752049918.2122474,9000,-8.064874649047852
1752050223.0917647,13500,-6.667634010314941
1752050522.2591217,18000,-2.7828285694122314
1752050822.31473,22500,-2.4714808464050293
1752051122.1107466,27000,-3.446720838546753
1752051427.9213407,31500,-6.859830856323242
1752051723.5597446,36000,0.38962674140930176
1752052022.1229732,40500,1.5161571502685547
1752052313.3813913,45000,-1.3705607652664185
1752052604.3199432,49500,0.511186420917511
1752052894.9082851,54000,1.0192253589630127
1752053198.2998729,58500,-6.350016117095947
1752053501.4633317,63000,-1.1993104219436646
1752053796.4715738,67500,-3.626262903213501
1752054084.8121324,72000,-0.3118327260017395
1752054383.206058,76500,0.993529736995697
1752054672.4911816,81000,4.1515212059021
1752054960.1569052,85500,2.224545478820801
1752055248.447517,90000,2.9235198497772217
1752055538.4321527,94500,2.1046018600463867
1752055831.882893,99000,-3.7424631118774414
1752056126.0395446,103500,0.5751894116401672
1752056412.4880016,108000,0.19287557899951935
1752056704.5040064,112500,4.513669967651367
1752056997.937763,117000,0.8950812220573425
1752057277.249919,121500,8.390076637268066
1752057565.0539062,126000,5.510247707366943
1752057847.7688835,130500,4.283449172973633
1752058140.026084,135000,-1.4666732549667358
1752058422.4019642,139500,4.4831366539001465
1752058705.6997192,144000,4.644499778747559
1752058989.2228348,148500,6.165290832519531
1752059272.2670786,153000,8.861194610595703
1752059562.5168025,157500,4.162505626678467
1752059848.5001578,162000,5.647726058959961
1752060132.3373652,166500,4.890267372131348
1752060416.9939501,171000,8.15203857421875
1752060700.3959043,175500,10.30263614654541
1752060990.0156329,180000,2.509594678878784
1752061277.965999,184500,8.000367164611816
1752061562.7759824,189000,7.264735221862793
1752061842.876697,193500,11.705238342285156
1752062129.3057241,198000,4.3038330078125
1752062407.8537738,202500,11.39009952545166
1752062688.4239562,207000,7.352105140686035
1752062968.4822664,211500,9.3291654586792
1752063245.4743915,216000,7.918592929840088
1752063525.897045,220500,9.020353317260742
1752063806.7881963,225000,9.329526901245117
1752064091.5601082,229500,9.078063011169434
1752064370.8139296,234000,9.028488159179688
1752064656.4934833,238500,6.075409889221191
1752064931.8913212,243000,11.250714302062988
1752065208.6519797,247500,9.615447998046875
1752065488.0378277,252000,10.35256290435791
1752065772.6243758,256500,9.351743698120117
1752066052.946473,261000,11.611931800842285
1752066329.613163,265500,13.75145435333252
1752066609.8156185,270000,10.926310539245605
1752066886.691774,274500,12.766798973083496
1752067162.8173325,279000,16.612302780151367
1752067440.1232588,283500,14.504510879516602
1752067716.7772193,288000,15.133119583129883
1752067989.8472426,292500,16.808244705200195
1752068264.0961401,297000,12.394804000854492
1752068535.4985657,301500,15.013193130493164
1752068814.4013183,306000,11.73602294921875
1752069088.9337413,310500,10.168801307678223
1752069368.9193954,315000,10.409192085266113
1752069647.5834248,319500,11.95438289642334
1752069920.3888636,324000,16.846900939941406
1752070194.9850252,328500,14.861091613769531
1752070475.3399398,333000,12.225550651550293
1752070753.6376812,337500,15.168732643127441
1752071034.581857,342000,16.165782928466797
1752071312.916584,346500,16.479177474975586
1752071586.3378284,351000,14.498476028442383
1752071868.5202043,355500,16.537221908569336
1752072150.1831994,360000,13.16031551361084
1752072429.8471181,364500,17.926042556762695
1752072705.7912536,369000,16.340744018554688
1752072983.7228544,373500,16.596942901611328
1752073263.4789863,378000,16.032094955444336
1752073540.6428113,382500,15.918891906738281
1752073814.1461124,387000,19.884355545043945
1752074087.2094994,391500,18.37325668334961
1752074363.9523978,396000,16.95840835571289
1752074637.936638,400500,21.193140029907227
1752074914.5961978,405000,15.927258491516113
1752075189.3656042,409500,15.903589248657227
1752075465.136419,414000,19.998626708984375
1752075745.707747,418500,18.587621688842773
1752076023.7715948,423000,17.391481399536133
1752076309.423199,427500,19.10729217529297
1752076593.8678179,432000,21.22685432434082
1752076877.9392755,436500,20.663593292236328
1752077165.4587505,441000,20.84969711303711
1752077442.058023,445500,20.52051544189453
1752077726.6589816,450000,20.33933448791504
1752078013.2941206,454500,19.343645095825195
1752078289.8136508,459000,19.31903648376465
1752078563.1109211,463500,18.73399543762207
1752078840.0330412,468000,18.798763275146484
1752079116.191876,472500,20.532684326171875
1752079393.6344485,477000,20.393775939941406
1752079661.5875232,481500,21.099557876586914
1752079942.8780687,486000,21.34314727783203
1752080216.0946221,490500,19.21567153930664
1752080488.2995424,495000,21.158771514892578
1752080765.9153838,499500,18.30743408203125
1752081037.2470262,504000,22.823286056518555
1752081311.609946,508500,20.882532119750977
1752081588.4886096,513000,19.521421432495117
1752081867.4812748,517500,18.73210906982422
1752082148.3109205,522000,16.899866104125977
1752082420.0206628,526500,22.78962516784668
1752082691.1998475,531000,22.061086654663086
1752082965.4434943,535500,20.95115852355957
1752083239.6518352,540000,20.136701583862305
1752083522.8972166,544500,18.61277961730957
1752083800.91515,549000,21.493446350097656
1752084074.7451682,553500,22.28739356994629
1752084352.8159485,558000,17.130203247070312
1752084630.5825477,562500,14.74523639678955
1752084908.5486364,567000,20.241273880004883
1752085179.3713496,571500,23.408119201660156
1752085458.0869339,576000,21.182247161865234
1752085728.3805099,580500,27.4038143157959
1752086003.7030313,585000,20.684537887573242
1752086282.0706692,589500,19.640071868896484
1752086557.8595207,594000,20.967815399169922
1752086835.1261227,598500,22.083850860595703
1752087105.745896,603000,20.970863342285156
1752087375.8637974,607500,22.933706283569336
1752087659.8173795,612000,21.889469146728516
1752087939.8637822,616500,23.03074836730957
1752088219.949545,621000,21.773956298828125
1752088494.6439526,625500,23.865833282470703
1752088765.6135945,630000,24.605125427246094
1752089041.6432233,634500,21.26261329650879
1752089315.0377603,639000,25.305078506469727
1752089589.6956034,643500,20.495872497558594
1752089861.3100917,648000,20.38849639892578
1752090137.5594614,652500,24.470582962036133
1752090408.6950233,657000,24.031702041625977
1752090685.291968,661500,22.354232788085938
1752090960.4626193,666000,24.99421501159668
1752091236.7950535,670500,21.451061248779297
1752091512.9693336,675000,21.672771453857422
1752091788.068937,679500,19.071794509887695
1752092064.0937736,684000,22.40326690673828
1752092337.2343237,688500,20.058006286621094
1752092611.6908553,693000,21.16734504699707
1752092884.0161855,697500,20.327945709228516
1752093149.9349022,702000,25.197673797607422
1752093417.9939833,706500,24.791837692260742
1752093690.6162174,711000,23.688156127929688
1752093968.1347857,715500,21.837228775024414
1752094235.583174,720000,22.490835189819336
1752094516.1707768,724500,21.887353897094727
1752094788.1550071,729000,27.53524398803711
1752095062.186017,733500,23.617490768432617
1752095336.9034042,738000,23.597209930419922
1752095611.4835808,742500,24.14352035522461
1752095894.5641177,747000,17.99831199645996
1752096166.7221088,751500,24.494600296020508
1752096436.1775303,756000,24.912857055664062
1752096707.3729687,760500,23.499250411987305
1752096980.034404,765000,24.743194580078125
1752097254.9391878,769500,22.512800216674805
1752097535.6201038,774000,21.85617446899414
1752097809.6631148,778500,22.06536865234375
1752098092.2077053,783000,20.721391677856445
1752098367.0787952,787500,23.615577697753906
1752098642.8409786,792000,21.623516082763672
1752098917.191682,796500,23.3676815032959
1752099195.5395725,801000,24.67534065246582
1752099467.7322457,805500,21.669086456298828
1752099739.9789524,810000,22.889137268066406
1752100013.8655639,814500,23.235889434814453
1752100292.5982702,819000,21.067995071411133
1752100564.9038277,823500,25.291057586669922
1752100843.8375475,828000,22.266971588134766
1752101121.914982,832500,21.61481285095215
1752101401.1976628,837000,22.17719268798828
1752101674.2073355,841500,26.169363021850586
1752101948.9158185,846000,23.53408432006836
1752102225.2944033,850500,24.383102416992188
1752102501.6132867,855000,22.599058151245117
1752102772.169389,859500,23.146194458007812
1752103044.4799807,864000,23.703506469726562
1752103319.2015927,868500,24.479644775390625
1752103593.1807976,873000,23.141042709350586
1752103871.0279977,877500,23.89655303955078
1752104140.5690718,882000,24.077301025390625
1752104415.4939926,886500,21.564395904541016
1752104688.3763723,891000,24.050283432006836
1752104964.39179,895500,22.677839279174805
1752105238.3052816,900000,22.96064567565918
1752105513.578193,904500,25.04895782470703
1752105788.8745847,909000,23.497907638549805
1752106065.6790407,913500,23.524864196777344
1752106343.055541,918000,25.952152252197266
1752106620.4663572,922500,23.96023941040039
1752106892.3111117,927000,23.96856689453125
1752107164.7016292,931500,24.313365936279297
1752107434.4077132,936000,24.01225471496582
1752107708.5207372,940500,24.07657241821289
1752107981.2801523,945000,26.473003387451172
1752108250.3686764,949500,27.022573471069336
1752108526.8291667,954000,22.711881637573242
1752108799.8930418,958500,27.121355056762695
1752109076.0169413,963000,22.509416580200195
1752109348.3072906,967500,24.71912956237793
1752109615.5796313,972000,28.12517547607422
1752109885.6118815,976500,25.053268432617188
1752110159.2097688,981000,25.272546768188477
1752110430.2259545,985500,25.539627075195312
1752110704.8743005,990000,24.18353843688965
1752110974.5177994,994500,26.113502502441406
1752111245.3532045,999000,26.977041244506836
1752111518.5998282,1003500,26.096294403076172
1752111795.0007007,1008000,24.879993438720703
1752112070.5803885,1012500,23.09922981262207
1752112344.5695608,1017000,25.644914627075195
1752112615.6040463,1021500,26.829669952392578
1752112890.4945333,1026000,26.619585037231445
1752113169.1567311,1030500,25.154441833496094
1752113441.2353594,1035000,24.871828079223633
1752113718.480852,1039500,21.253076553344727
1752113990.8977673,1044000,26.340829849243164
1752114260.2408636,1048500,30.378711700439453
1752114535.103414,1053000,23.421415328979492
1752114807.1974711,1057500,24.716320037841797
1752115084.6675847,1062000,28.365251541137695
1752115355.4720497,1066500,24.139890670776367
1752115635.5039053,1071000,23.164731979370117
